,hs,申請系所,FCU,FCU_AM,total_uni,uni_0,uni_1,uni_2,uni_3,uni_4,uni_5,uni_6,uni_7,uni_8,uni_9,uni_10,hs_state,no_public,ratio_public,no_fcu,ratio_fcu,no_math,ratio_math,taichung,hs_from_taichung
85,國立中興大學,"逢甲大學應用數學系
東海大學統計學系(大數據與決策管理組)
逢甲大學環境工程與科學學系
亞洲大學行動商務與多媒體應用學系多媒體應用組
國立勤益科技大學資訊工程系",1,0,5,逢甲大學應用數學系,東海大學統計學系(大數據與決策管理組),逢甲大學環境工程與科學學系,亞洲大學行動商務與多媒體應用學系多媒體應用組,國立勤益科技大學資訊工程系,0,0,0,0,0,0,臺中市,1,0.2,2,0.4,1,0.2,1,0
86,臺中女中,"逢甲大學應用數學系
逢甲大學自動控制工程學系
靜宜大學資訊管理學系
靜宜大學資訊工程學系",1,1,4,逢甲大學應用數學系,逢甲大學自動控制工程學系,靜宜大學資訊管理學系,靜宜大學資訊工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.5,1,0.25,1,0
87,員林高中,"逢甲大學應用數學系
靜宜大學資訊工程學系
世新大學資訊管理學系資訊科技組
亞洲大學資訊工程學系資電應用組",1,1,4,逢甲大學應用數學系,靜宜大學資訊工程學系,世新大學資訊管理學系資訊科技組,亞洲大學資訊工程學系資電應用組,0,0,0,0,0,0,0,彰化縣,0,0.0,1,0.25,1,0.25,0,1
88,國立彰化師範大學,"逢甲大學應用數學系
逢甲大學通訊工程學系
義守大學資訊工程學系
嘉南藥理大學化粧品應用與管理系
中臺科技大學食品科技系
臺北城市科技大學化妝品應用與管理系",1,1,6,逢甲大學應用數學系,逢甲大學通訊工程學系,義守大學資訊工程學系,嘉南藥理大學化粧品應用與管理系,中臺科技大學食品科技系,臺北城市科技大學化妝品應用與管理系,0,0,0,0,0,彰化縣,0,0.0,2,0.3333333333333333,1,0.16666666666666666,0,1
89,陽明高中,"逢甲大學應用數學系
中原大學物理學系物理組
逢甲大學機械與電腦輔助工程學系
中國文化大學機械工程學系
明新科技大學機械工程系",1,0,5,逢甲大學應用數學系,中原大學物理學系物理組,逢甲大學機械與電腦輔助工程學系,中國文化大學機械工程學系,明新科技大學機械工程系,0,0,0,0,0,0,臺北市,0,0.0,2,0.4,1,0.2,0,3
91,虎尾高中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
中國文化大學應用數學系
中國文化大學動物科學系
朝陽科技大學應用化學系",1,1,6,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,中國文化大學應用數學系,中國文化大學動物科學系,朝陽科技大學應用化學系,0,0,0,0,0,雲林縣,0,0.0,1,0.16666666666666666,4,0.6666666666666666,0,1
92,斗六高中,"逢甲大學應用數學系
中原大學應用數學系",0,0,2,逢甲大學應用數學系,中原大學應用數學系,0,0,0,0,0,0,0,0,0,雲林縣,0,0.0,1,0.5,2,1.0,0,1
93,錦和高中,"逢甲大學應用數學系
國立臺東大學數學系",1,1,2,逢甲大學應用數學系,國立臺東大學數學系,0,0,0,0,0,0,0,0,0,新北市,1,0.5,1,0.5,2,1.0,0,3
94,私立明德高中,"逢甲大學應用數學系
逢甲大學資訊工程學系
逢甲大學資訊電機學院不分系榮譽班",1,0,3,逢甲大學應用數學系,逢甲大學資訊工程學系,逢甲大學資訊電機學院不分系榮譽班,0,0,0,0,0,0,0,0,臺中市,0,0.0,3,1.0,1,0.3333333333333333,1,0
95,臺中一中,"逢甲大學應用數學系
東海大學統計學系(巨量資料管理組)
逢甲大學工業工程與系統管理學系
逢甲大學自動控制工程學系
逢甲大學土木工程學系",1,0,5,逢甲大學應用數學系,東海大學統計學系(巨量資料管理組),逢甲大學工業工程與系統管理學系,逢甲大學自動控制工程學系,逢甲大學土木工程學系,0,0,0,0,0,0,臺中市,0,0.0,4,0.8,1,0.2,1,0
96,永平高中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,新北市,0,0.0,1,1.0,1,1.0,0,3
97,屏東女中,"逢甲大學應用數學系
東海大學統計學系(社會組)
逢甲大學統計學系
逢甲大學財務工程與精算學士學位學程
嘉南藥理大學食品科技系",1,0,5,逢甲大學應用數學系,東海大學統計學系(社會組),逢甲大學統計學系,逢甲大學財務工程與精算學士學位學程,嘉南藥理大學食品科技系,0,0,0,0,0,0,屏東縣,0,0.0,3,0.6,1,0.2,0,3
98,私立明德高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
淡江大學數學學系數學組
中國文化大學應用數學系
國立臺東大學應用數學系",1,1,6,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,淡江大學數學學系數學組,中國文化大學應用數學系,國立臺東大學應用數學系,0,0,0,0,0,臺中市,1,0.16666666666666666,1,0.16666666666666666,7,1.1666666666666667,1,0
99,三民高中,"逢甲大學應用數學系
東吳大學數學系
國立東華大學應用數學系數學科學組
實踐大學資訊科技與管理學系(臺北校區)",0,0,4,逢甲大學應用數學系,東吳大學數學系,國立東華大學應用數學系數學科學組,實踐大學資訊科技與管理學系(臺北校區),0,0,0,0,0,0,0,新北市,1,0.25,1,0.25,4,1.0,0,3
101,臺中二中,"逢甲大學應用數學系
東吳大學數學系
淡江大學土木工程學系
逢甲大學土木工程學系",1,0,4,逢甲大學應用數學系,東吳大學數學系,淡江大學土木工程學系,逢甲大學土木工程學系,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.5,2,0.5,1,0
102,私立弘文高中,"逢甲大學應用數學系
靜宜大學財務與計算數學系財務工程組-類繁星
長榮大學企業管理學系
朝陽科技大學財務金融系
中國科技大學企業管理系(新竹校區)",1,1,5,逢甲大學應用數學系,靜宜大學財務與計算數學系財務工程組-類繁星,長榮大學企業管理學系,朝陽科技大學財務金融系,中國科技大學企業管理系(新竹校區),0,0,0,0,0,0,臺中市,0,0.0,1,0.2,2,0.4,1,0
103,陽明高中,"逢甲大學應用數學系
國立宜蘭大學電子工程學系
國立聯合大學能源工程學系
國立金門大學建築學系
國立勤益科技大學資訊工程系",0,0,5,逢甲大學應用數學系,國立宜蘭大學電子工程學系,國立聯合大學能源工程學系,國立金門大學建築學系,國立勤益科技大學資訊工程系,0,0,0,0,0,0,臺北市,4,0.8,1,0.2,1,0.2,0,3
105,左營高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學統計學系商業大數據組
逢甲大學統計學系大數據分析與市場決策組
銘傳大學應用統計與資料科學學系大數據管理組(桃園校區)",1,1,5,逢甲大學應用數學系,東海大學應用數學系,逢甲大學統計學系商業大數據組,逢甲大學統計學系大數據分析與市場決策組,銘傳大學應用統計與資料科學學系大數據管理組(桃園校區),0,0,0,0,0,0,高雄市,0,0.0,3,0.6,2,0.4,0,2
106,中興高中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
淡江大學數學學系數學組
輔仁大學數學系應用數學組",1,1,5,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系數學組,輔仁大學數學系應用數學組,0,0,0,0,0,0,南投縣,0,0.0,1,0.2,7,1.4,0,1
107,國立雲林科技大學,"逢甲大學應用數學系
逢甲大學光電學系
逢甲大學通訊工程學系",1,0,3,逢甲大學應用數學系,逢甲大學光電學系,逢甲大學通訊工程學系,0,0,0,0,0,0,0,0,雲林縣,0,0.0,3,1.0,1,0.3333333333333333,0,1
108,陽明高中,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
淡江大學數學學系資料科學與數理統計組
輔仁大學數學系應用數學組
國立東華大學應用數學系統計科學組",1,1,6,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,輔仁大學數學系應用數學組,國立東華大學應用數學系統計科學組,0,0,0,0,0,臺北市,1,0.16666666666666666,1,0.16666666666666666,7,1.1666666666666667,0,3
110,私立明德高中,"逢甲大學應用數學系
靜宜大學會計學系",1,1,2,逢甲大學應用數學系,靜宜大學會計學系,0,0,0,0,0,0,0,0,0,臺中市,0,0.0,1,0.5,1,0.5,1,0
111,國立彰化師範大學,"逢甲大學應用數學系
中原大學應用數學系
淡江大學數學學系數學組
靜宜大學財務工程學系
國立臺東大學應用數學系",0,0,5,逢甲大學應用數學系,中原大學應用數學系,淡江大學數學學系數學組,靜宜大學財務工程學系,國立臺東大學應用數學系,0,0,0,0,0,0,彰化縣,1,0.2,1,0.2,5,1.0,0,1
112,苗栗高中,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
臺北市立大學數學系",1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,臺北市立大學數學系,0,0,0,0,0,0,0,苗栗縣,0,0.0,1,0.25,4,1.0,0,1
113,新莊高中,"逢甲大學應用數學系
逢甲大學光電學系
中國文化大學光電物理學系
中國文化大學機械工程學系",1,1,4,逢甲大學應用數學系,逢甲大學光電學系,中國文化大學光電物理學系,中國文化大學機械工程學系,0,0,0,0,0,0,0,新北市,0,0.0,2,0.5,1,0.25,0,3
115,竹北高中,"逢甲大學應用數學系
中原大學工業與系統工程學系管理組
中國文化大學經濟學系
靜宜大學觀光事業學系
國立聯合大學電子工程學系
朝陽科技大學工業工程與管理系
明新科技大學老人服務事業管理系",1,1,7,逢甲大學應用數學系,中原大學工業與系統工程學系管理組,中國文化大學經濟學系,靜宜大學觀光事業學系,國立聯合大學電子工程學系,朝陽科技大學工業工程與管理系,明新科技大學老人服務事業管理系,0,0,0,0,新竹縣,1,0.14285714285714285,1,0.14285714285714285,1,0.14285714285714285,0,1
116,私立明德高中,"逢甲大學應用數學系
東海大學化學系化學生物組
逢甲大學光電學系
靜宜大學財務與計算數學系計算數學組
國立金門大學電子工程學系",1,0,5,逢甲大學應用數學系,東海大學化學系化學生物組,逢甲大學光電學系,靜宜大學財務與計算數學系計算數學組,國立金門大學電子工程學系,0,0,0,0,0,0,臺中市,1,0.2,2,0.4,3,0.6,1,0
117,中山高中,"逢甲大學應用數學系
逢甲大學光電學系
元智大學工業工程與管理學系
中華大學工業管理學系",1,1,4,逢甲大學應用數學系,逢甲大學光電學系,元智大學工業工程與管理學系,中華大學工業管理學系,0,0,0,0,0,0,0,高雄市,0,0.0,2,0.5,1,0.25,0,2
119,中山高中,逢甲大學應用數學系,1,1,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,1.0,1,1.0,0,2
121,惠文高中,"逢甲大學應用數學系
東海大學應用數學系
逢甲大學航太與系統工程學系",1,0,3,逢甲大學應用數學系,東海大學應用數學系,逢甲大學航太與系統工程學系,0,0,0,0,0,0,0,0,臺中市,0,0.0,2,0.6666666666666666,2,0.6666666666666666,1,0
122,苗栗高中,"逢甲大學應用數學系
中原大學應用數學系
靜宜大學資訊工程學系",0,0,3,逢甲大學應用數學系,中原大學應用數學系,靜宜大學資訊工程學系,0,0,0,0,0,0,0,0,苗栗縣,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,1
123,臺南二中,逢甲大學應用數學系,0,0,1,逢甲大學應用數學系,0,0,0,0,0,0,0,0,0,0,臺南市,0,0.0,1,1.0,1,1.0,0,2
124,中興高中,"逢甲大學應用數學系
中原大學工業與系統工程學系工程組
逢甲大學環境工程與科學學系
國立聯合大學電子工程學系
國立勤益科技大學冷凍空調與能源系
國立勤益科技大學工業工程與管理系",1,1,6,逢甲大學應用數學系,中原大學工業與系統工程學系工程組,逢甲大學環境工程與科學學系,國立聯合大學電子工程學系,國立勤益科技大學冷凍空調與能源系,國立勤益科技大學工業工程與管理系,0,0,0,0,0,南投縣,3,0.5,2,0.3333333333333333,1,0.16666666666666666,0,1
125,靜宜大學,"逢甲大學應用數學系
靜宜大學財務與計算數學系計算數學組
靜宜大學財務與計算數學系財務工程組
國立東華大學應用數學系統計組",0,0,4,逢甲大學應用數學系,靜宜大學財務與計算數學系計算數學組,靜宜大學財務與計算數學系財務工程組,國立東華大學應用數學系統計組,0,0,0,0,0,0,0,臺中市,1,0.25,1,0.25,5,1.25,1,0
126,中興高中,"逢甲大學應用數學系
逢甲大學統計學系
朝陽科技大學資訊與通訊系",1,0,3,逢甲大學應用數學系,逢甲大學統計學系,朝陽科技大學資訊與通訊系,0,0,0,0,0,0,0,0,南投縣,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,1
127,國立宜蘭大學,"逢甲大學應用數學系
中原大學應用數學系
淡江大學數學學系資料科學與數理統計組",0,0,3,逢甲大學應用數學系,中原大學應用數學系,淡江大學數學學系資料科學與數理統計組,0,0,0,0,0,0,0,0,宜蘭縣,0,0.0,1,0.3333333333333333,3,1.0,0,3
128,建國中學,"逢甲大學應用數學系
東吳大學數學系
中原大學應用數學系
輔仁大學數學系應用數學組",0,0,4,逢甲大學應用數學系,東吳大學數學系,中原大學應用數學系,輔仁大學數學系應用數學組,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.25,5,1.25,0,3
129,私立明德高中,"逢甲大學應用數學系
逢甲大學電子工程學系
逢甲大學資訊電機學院不分系榮譽班
國立台中教育大學數學教育學系",1,1,4,逢甲大學應用數學系,逢甲大學電子工程學系,逢甲大學資訊電機學院不分系榮譽班,國立台中教育大學數學教育學系,0,0,0,0,0,0,0,臺中市,1,0.25,3,0.75,2,0.5,1,0
130,彰師附工,"逢甲大學應用數學系
逢甲大學會計學系",1,0,2,逢甲大學應用數學系,逢甲大學會計學系,0,0,0,0,0,0,0,0,0,彰化縣,0,0.0,2,1.0,1,0.5,0,1
131,北科大附屬桃園農工,"逢甲大學應用數學系
中原大學應用數學系
東海大學應用數學系
輔仁大學數學系應用數學組",1,1,4,逢甲大學應用數學系,中原大學應用數學系,東海大學應用數學系,輔仁大學數學系應用數學組,0,0,0,0,0,0,0,桃園市,0,0.0,1,0.25,5,1.25,0,2
132,國立臺灣海洋大學,"逢甲大學應用數學系
靜宜大學財務與計算數學系財務工程組
大葉大學財務金融學系
亞洲大學財務金融學系金融管理組",0,0,4,逢甲大學應用數學系,靜宜大學財務與計算數學系財務工程組,大葉大學財務金融學系,亞洲大學財務金融學系金融管理組,0,0,0,0,0,0,0,基隆市,0,0.0,1,0.25,2,0.5,0,3
133,大同高中,"逢甲大學應用數學系
淡江大學水資源及環境工程學系環境工程組",1,1,2,逢甲大學應用數學系,淡江大學水資源及環境工程學系環境工程組,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.5,1,0.5,0,3
134,桃園市育達高中,"逢甲大學應用數學系
逢甲大學統計學系商業大數據組",1,0,2,逢甲大學應用數學系,逢甲大學統計學系商業大數據組,0,0,0,0,0,0,0,0,0,桃園市,0,0.0,2,1.0,1,0.5,0,2
135,建國中學,"逢甲大學應用數學系
淡江大學水資源及環境工程學系環境工程組",1,1,2,逢甲大學應用數學系,淡江大學水資源及環境工程學系環境工程組,0,0,0,0,0,0,0,0,0,臺北市,0,0.0,1,0.5,1,0.5,0,3
136,新莊高中,"逢甲大學應用數學系
靜宜大學財務金融學系
亞洲大學財務金融學系投資理財組",1,1,3,逢甲大學應用數學系,靜宜大學財務金融學系,亞洲大學財務金融學系投資理財組,0,0,0,0,0,0,0,0,新北市,0,0.0,1,0.3333333333333333,1,0.3333333333333333,0,3
138,中山高中,"逢甲大學應用數學系
義守大學資訊工程學系",1,1,2,逢甲大學應用數學系,義守大學資訊工程學系,0,0,0,0,0,0,0,0,0,高雄市,0,0.0,1,0.5,1,0.5,0,2
140,高雄女中,"逢甲大學應用數學系
中原大學應用數學系
靜宜大學財務與計算數學系計算數學組
長庚科技大學護理系(林口校區)",0,0,4,逢甲大學應用數學系,中原大學應用數學系,靜宜大學財務與計算數學系計算數學組,長庚科技大學護理系(林口校區),0,0,0,0,0,0,0,高雄市,0,0.0,1,0.25,4,1.0,0,2
